Subject,response,corrected_response,entry_number,response_times,domain
1KEVYYJ9,kobe,kobe bryant,5,11935.5,sportspersons
20ISZCV2,dog,dog,1,3287,animals
20ISZCV2,monkey,monkey,2,1539,animals
20ISZCV2,fish,fish,3,1323,animals
20ISZCV2,bird,bird,4,1348,animals
20ISZCV2,cat,cat,5,794,animals
20ISZCV2,groundhog,groundhog,6,6087,animals
20ISZCV2,lion,lion,7,5071,animals
20ISZCV2,catfish,catfish,8,3571,animals
20ISZCV2,leopard,leopard,9,4278,animals
20ISZCV2,wolf,wolf,10,2700,animals
20ISZCV2,flounder,flounder,11,22615,animals
20ISZCV2,Jane Austen,jane austen,1,3572,authors
20ISZCV2,neuroscience,neuroscience,1,3006,college_majors
20ISZCV2,spanish,spanish,2,3033,college_majors
20ISZCV2,italian,italian,3,1597,college_majors
20ISZCV2,French,french,4,1205,college_majors
20ISZCV2,biology,biology,5,1893,college_majors
20ISZCV2,chemistry,chemistry,6,1807,college_majors
20ISZCV2,biochemistry,biochemistry,7,2571,college_majors
20ISZCV2,communications,communications,8,4455,college_majors
20ISZCV2,English,english,9,4169,college_majors
20ISZCV2,German,german,10,2195,college_majors
20ISZCV2,russian,russian,11,1135,college_majors
20ISZCV2,Environmental science,environmental science,12,10777,college_majors
20ISZCV2,gov,government,13,8630,college_majors
20ISZCV2,history,history,14,1946,college_majors
20ISZCV2,comp sci,computer science,15,5125,college_majors
20ISZCV2,math,math,16,2239,college_majors
20ISZCV2,Gladys Knight,gladys knight,1,6410,musicians
20ISZCV2,Amy Winehouse,amy winehouse,2,2802,musicians
20ISZCV2,SZA,sza,3,2737,musicians
20ISZCV2,Drake,drake,4,1739,musicians
20ISZCV2,Sia,sia,5,7213,musicians
20ISZCV2,Adele,adele,6,1231,musicians
20ISZCV2,Beyonce,beyoncé,7,10427,musicians
20ISZCV2,Jay z,jay-z,8,19256,musicians
20ISZCV2,Kanye west,kanye west,9,2866,musicians
20ISZCV2,Tom Brady,tom brady,1,6173,sportspersons
20ISZCV2,Micheal Jordan,michael jordan,2,9494,sportspersons
20ISZCV2,Big papi,david ortiz,3,17245,sportspersons
20ISZCV2,tiger woods,tiger woods,4,9268,sportspersons
20ISZCV2,drew breeze,drew brees,5,10627,sportspersons
20ISZCV2,jj watt,jj watt,6,5199,sportspersons
2BD455O0,giraffe,giraffe,1,1726.2,animals
2BD455O0,elephant,elephant,2,1082.7,animals
2BD455O0,fish,fish,3,2019.3,animals
2BD455O0,shark,shark,4,1071.2,animals
2BD455O0,human,human,5,2635.9,animals
2BD455O0,chimpanzee,chimpanzee,6,3447.5,animals
2BD455O0,orangutan,orangutan,7,1727.4,animals
2BD455O0,gorilla,gorilla,8,1264.2,animals
2BD455O0,eel,eel,9,1977.5,animals
2BD455O0,wildebeest,wildebeest,10,5963.8,animals
2BD455O0,toucan,toucan,11,977.3,animals
2BD455O0,canary,canary,12,1631.5,animals
2BD455O0,macaw,macaw,13,2556.1,animals
2BD455O0,parakeet,parakeet,14,2845.7,animals
2BD455O0,lion,lion,15,2731.7,animals
2BD455O0,hyena,hyena,16,1019.2,animals
2BD455O0,tiger,tiger,17,791.4,animals
2BD455O0,yak,yak,18,2011.1,animals
2BD455O0,horse,horse,19,1763.2,animals
2BD455O0,cat,cat,20,989.4,animals
2BD455O0,dog,dog,21,775.3,animals
2BD455O0,falcon,falcon,22,5568.9,animals
2BD455O0,hawk,hawk,23,798.8,animals
2BD455O0,eagle,eagle,24,1126.5,animals
2BD455O0,trout,trout,25,1700.1,animals
2BD455O0,salmon,salmon,26,1486.9,animals
2BD455O0,reindeer,reindeer,27,2196.3,animals
2BD455O0,wolf,wolf,28,3899.6,animals
2BD455O0,ernest hemingway,ernest hemingway,1,4263.7,authors
2BD455O0,james baldwin,james baldwin,2,2905.6,authors
2BD455O0,charles dickens,charles dickens,3,5248.8,authors
2BD455O0,evelyn waugh,evelyn waugh,4,2488.4,authors
2BD455O0,wilkie collins,wilkie collins,5,2371.8,authors
2BD455O0,michelle zauner,michelle zauner,6,4016.4,authors
2BD455O0,rick riordan,rick riordan,7,2774.7,authors
2BD455O0,tan twan eng,tan twan eng,8,2233.3,authors
2BD455O0,asako serizawa,asako serizawa,9,3825.4,authors
2BD455O0,neal shusterman,neal shusterman,10,4713.6,authors
2BD455O0,john green,john green,11,2801.8,authors
2BD455O0,primo levi,primo levi,12,4512.9,authors
2BD455O0,william shakespeare,william shakespeare,13,9486.1,authors
2BD455O0,chemistry,chemistry,1,3708.9,college_majors
2BD455O0,physics,physics,2,2209.8,college_majors
2BD455O0,biology,biology,3,1685.2,college_majors
2BD455O0,biochemistry,biochemistry,4,2410,college_majors
2BD455O0,economics,economics,5,2349.7,college_majors
2BD455O0,political science,political science,6,2557.2,college_majors
2BD455O0,government,government,7,1455.4,college_majors
2BD455O0,earth science,earth science,8,6614.1,college_majors
2BD455O0,english,english,9,2098.1,college_majors
2BD455O0,french,french,10,2835.5,college_majors
2BD455O0,spanish,spanish,11,2111.3,college_majors
2BD455O0,visual arts,visual arts,12,6470.8,college_majors
2BD455O0,art history,art history,13,2530.4,college_majors
2BD455O0,asian studies,asian studies,14,9037.4,college_majors
2BD455O0,oceanography,oceanography,15,4839.6,college_majors
2BD455O0,cinema studies,cinema studies,16,4537.6,college_majors
2BD455O0,adele,adele,1,1489.4,musicians
2BD455O0,taylor swift,taylor swift,2,2151.1,musicians
2BD455O0,dacelynn,dacelynn,3,2216.3,musicians
2BD455O0,the strokes,the strokes,4,1846,musicians
2BD455O0,the killers,the killers,5,1770,musicians
2BD455O0,julian casablancas,julian casablancas,6,3536.2,musicians
2BD455O0,ben gibbard,ben gibbard,7,2696.4,musicians
2BD455O0,phoebe bridgers,phoebe bridgers,8,3518.7,musicians
2BD455O0,lucy dacus,lucy dacus,9,2947.9,musicians
2BD455O0,michelle zauner,michelle zauner,10,2525.5,musicians
2BD455O0,magdalena bay,magdalena bay,11,8511.1,musicians
2BD455O0,oxis,oxis,12,1316.1,musicians
2BD455O0,pinnochioP,pinocchiop,13,4978.1,musicians
2BD455O0,circusP,circusp,14,1678,musicians
2BD455O0,Ado,ado,15,1907.9,musicians
2BD455O0,Lamp,lamp,16,4463,musicians
2BD455O0,daft punk,daft punk,17,3962,musicians
2BD455O0,michael jackson,michael jackson,18,3731.9,musicians
2BD455O0,bill haas,bill haas,1,2075.7,sportspersons
2BD455O0,jordan spieth,jordan spieth,2,2827.7,sportspersons
2BD455O0,carlos alcaraz,carlos alcaraz,3,5148.6,sportspersons
2BD455O0,andre agassi,andre agassi,4,2740.2,sportspersons
2BD455O0,naomi osaka,naomi osaka,5,1954.8,sportspersons
2BD455O0,yuzuru hanyu,yuzuru hanyu,6,2392.6,sportspersons
2BD455O0,nadia comaneci,nadia comaneci,7,3278.3,sportspersons
2BD455O0,tom brady,tom brady,8,1862.9,sportspersons
2BD455O0,ben roethlisberger,ben roethlisberger,9,2818.2,sportspersons
2BD455O0,peyton manning,peyton manning,10,3509.9,sportspersons
2BD455O0,eli manning,eli manning,11,2528.8,sportspersons
2BD455O0,tiger woods,tiger woods,12,2434,sportspersons
2BD455O0,phil mickelson,phil mickelson,13,2120.3,sportspersons
2BD455O0,fred couples,fred couples,14,2019.9,sportspersons
2BD455O0,chloe kim,chloe kim,15,7326.1,sportspersons
2BD455O0,simone biles,simone biles,16,6737.9,sportspersons
2BD455O0,deshaun watson,deshaun watson,17,3200.2,sportspersons
2BD455O0,aaron jones,aaron jones,18,2722.7,sportspersons
37UDZTHY,cat,cat,1,1359.5,animals
37UDZTHY,dog,dog,2,917,animals
37UDZTHY,mouse,mouse,3,1369,animals
37UDZTHY,rat,rat,4,1013.2,animals
37UDZTHY,bison,bison,5,1299.7,animals
37UDZTHY,elk,elk,6,853.8,animals
37UDZTHY,sheep,sheep,7,1437.4,animals
37UDZTHY,moose,moose,8,1490.6,animals
37UDZTHY,cow,cow,9,745.2,animals
37UDZTHY,wolf,wolf,10,1783.3,animals
37UDZTHY,coyote,coyote,11,1461.7,animals
37UDZTHY,armadillo,armadillo,12,2313.8,animals
37UDZTHY,hummingbird,hummingbird,13,6949.7,animals
37UDZTHY,pig,pig,14,2550.2,animals
37UDZTHY,javelina,javelina,15,2479.3,animals
37UDZTHY,ferret,ferret,16,4087.8,animals
37UDZTHY,squirrel,squirrel,17,5098.5,animals
37UDZTHY,opossum,opossum,18,2890.5,animals
37UDZTHY,raccoon,raccoon,19,9527.5,animals
37UDZTHY,pronghorn,pronghorn,20,5791.2,animals
37UDZTHY,leopard,leopard,21,1897.3,animals
37UDZTHY,lion,lion,22,1911,animals
37UDZTHY,Harriet Beecher Stowe,harriet beecher stowe,1,6244.4,authors
37UDZTHY,Thomas Jefferson,thomas jefferson,2,3449,authors
37UDZTHY,Benjamin Franklin,benjamin franklin,3,4116.8,authors
37UDZTHY,Alexander Hamilton,alexander hamilton,4,6589.8,authors
37UDZTHY,Dave Pilkney,dave pilkey,5,12196.2,authors
37UDZTHY,Ralph Waldo Emerson,ralph waldo emerson,6,7272.4,authors
37UDZTHY,Edgar Allen Poe,edgar allan poe,7,3760.3,authors
37UDZTHY,Thoreua,thoreau,8,2332.2,authors
37UDZTHY,Abraham lincoln,abraham lincoln,9,12030.8,authors
37UDZTHY,Neuroscience,neuroscience,1,4512.3,college_majors
37UDZTHY,Biochemistry,biochemistry,2,4487.3,college_majors
37UDZTHY,Biology,biology,3,2797.5,college_majors
37UDZTHY,Chemistry,chemistry,4,4025.7,college_majors
37UDZTHY,Economics,economics,5,2523.4,college_majors
37UDZTHY,Hispanic,hispanic,6,4318.1,college_majors
37UDZTHY,Francophone,francophone,7,3371.9,college_majors
37UDZTHY,Art History,art history,8,11528.8,college_majors
37UDZTHY,History,history,9,2115.3,college_majors
37UDZTHY,Government,government,10,3025.8,college_majors
37UDZTHY,Gender studies,gender studies,11,5909.2,college_majors
37UDZTHY,Religion,religion,12,3133,college_majors
37UDZTHY,Education,education,13,2767.9,college_majors
37UDZTHY,math,math,14,4890.5,college_majors
37UDZTHY,Drake,drake,1,1579,musicians
37UDZTHY,Louis Armstrong,louis armstrong,2,7374.5,musicians
37UDZTHY,Kanye,kanye,3,3401.4,musicians
37UDZTHY,Kendrick,kendrick,4,2682.1,musicians
37UDZTHY,Grohl,grohl,5,9968.8,musicians
37UDZTHY,Future,future,6,4673.4,musicians
37UDZTHY,J Cole,j. cole,7,8541.8,musicians
37UDZTHY,Ryan Gosling in La la land,ryan gosling in la la land,8,13824.7,musicians
37UDZTHY,Whiplash kid,whiplash kid,9,4963.8,musicians
37UDZTHY,Michael Jordan\,michael jordan,1,5120,sportspersons
37UDZTHY,Lebron,lebron,2,1960.2,sportspersons
37UDZTHY,Kyrie,kyrie,3,3338.7,sportspersons
37UDZTHY,Luca Doncic,luka doncic,4,5999.7,sportspersons
37UDZTHY,KD,kd,5,2932.6,sportspersons
37UDZTHY,Lil Jordan Humphrey,lil'jordan humphrey,6,5296.2,sportspersons
37UDZTHY,Brendan Schooler,brenden schooler,7,3181.3,sportspersons
37UDZTHY,Vince Young,vince young,8,2933.6,sportspersons
37UDZTHY,Bob Knight,bob knight,9,5154.6,sportspersons
37UDZTHY,Quinn Eweres,quinn ewers,10,4893.8,sportspersons
37UDZTHY,Adonai Mitchell,adonai mitchell,11,4434.4,sportspersons
37UDZTHY,Conner Robertson,connor robertson,12,6522.5,sportspersons
37UDZTHY,Bijan RObinson,bijan robinson,13,5411.7,sportspersons
3YX63NZD,cat,cat,1,1597.6,animals
3YX63NZD,dog,dog,2,1428.3,animals
3YX63NZD,lizard,lizard,3,1942.8,animals
3YX63NZD,chicken,chicken,4,1533.4,animals
3YX63NZD,cow,cow,5,1259,animals
3YX63NZD,moose,moose,6,1949.7,animals
3YX63NZD,deer,deer,7,1162.1,animals
3YX63NZD,turkey,turkey,8,1972.4,animals
3YX63NZD,elephant\,elephant,9,3299.6,animals
3YX63NZD,lion,lion,10,1729.1,animals
3YX63NZD,tiger,tiger,11,3254.2,animals
3YX63NZD,jaguar,jaguar,12,2433,animals
3YX63NZD,puma,puma,13,1776.9,animals
3YX63NZD,cheetah,cheetah,14,2318.4,animals
3YX63NZD,penguin,penguin,15,3813.5,animals
3YX63NZD,alligator,alligator,16,2569.5,animals
3YX63NZD,orca,orca,17,2541.2,animals
3YX63NZD,wha;e,whale,18,1774.1,animals
3YX63NZD,fish,fish,19,5732.1,animals
3YX63NZD,eagle,eagle,20,6327.2,animals
3YX63NZD,parrot,parrot,21,4250.7,animals
3YX63NZD,bluejay,blue jay,22,2939.7,animals
3YX63NZD,robbin,robin,23,2022.3,animals
3YX63NZD,stephen king,stephen king,1,4486.2,authors
3YX63NZD,jk rowlling,j.k. rowling,2,6449.6,authors
3YX63NZD,dan brown,dan brown,3,19032.5,authors
3YX63NZD,bel hooks,bell hooks,4,16614.1,authors
3YX63NZD,computer science,computer science,1,5140.6,college_majors
3YX63NZD,art history,art history,2,2832.9,college_majors
3YX63NZD,music,music,3,2001.1,college_majors
3YX63NZD,architecture,architecture,4,4582,college_majors
3YX63NZD,industrial design,industrial design,5,6082.7,college_majors
3YX63NZD,graphic design,graphic design,6,4393.7,college_majors
3YX63NZD,electrical engineering,electrical engineering,7,4323.8,college_majors
3YX63NZD,mechanical engineering,mechanical engineering,8,5808.5,college_majors
3YX63NZD,music technology,music technology,9,4766.6,college_majors
3YX63NZD,biology,biology,10,2243.5,college_majors
3YX63NZD,chemistry,chemistry,11,2982.2,college_majors
3YX63NZD,english,english,12,13401.1,college_majors
3YX63NZD,sza,sza,1,2680.6,musicians
3YX63NZD,gza,gza,2,1330.3,musicians
3YX63NZD,redman,redman,3,1694.1,musicians
3YX63NZD,method man,method man,4,3371.4,musicians
3YX63NZD,playboi carti,playboi carti,5,3592.8,musicians
3YX63NZD,blue smiley,blue smiley,6,3333.6,musicians
3YX63NZD,elliott smith,elliott smith,7,3771.8,musicians
3YX63NZD,rolling stones,the rolling stones,8,4558.6,musicians
3YX63NZD,young thug,young thug,9,4517.3,musicians
3YX63NZD,tagabow,tagabow,10,2550.3,musicians
3YX63NZD,gel,gel,11,1512.2,musicians
3YX63NZD,gucci mane,gucci mane,12,4356.2,musicians
3YX63NZD,destroy lonely,destroy lonely,13,5434.2,musicians
3YX63NZD,arca,arca,14,2624.9,musicians
3YX63NZD,tim hecker,tim hecker,15,6548.8,musicians
3YX63NZD,lebron james,lebron james,1,3524.4,sportspersons
3YX63NZD,steph curry,steph curry,2,2833.4,sportspersons
3YX63NZD,kevin durant,kevin durant,3,3390,sportspersons
3YX63NZD,amen thompson,amen thompson,4,3710.5,sportspersons
3YX63NZD,jamaal murray,jamal murray,5,5297.6,sportspersons
3YX63NZD,michael porter jr,michael porter jr.,6,4637.3,sportspersons
3YX63NZD,devin booker,devin booker,7,2879.3,sportspersons
3YX63NZD,anothony edwards,anthony edwards,8,5823.9,sportspersons
3YX63NZD,shai gilldgeous alexander,shai gilgeous-alexander,9,7950.9,sportspersons
3YX63NZD,jalen johnson,jalen johnson,10,6039.9,sportspersons
3YX63NZD,trey young,trae young,11,3002.8,sportspersons
3YX63NZD,anthony davis,anthony davis,12,4293.8,sportspersons
3YX63NZD,cooper flagg,cooper flagg,13,2528.4,sportspersons
40SNDKQR,Dog,dog,1,1981,animals
40SNDKQR,Cat,cat,2,1167,animals
40SNDKQR,cow,cow,3,1123,animals
40SNDKQR,pig,pig,4,972,animals
40SNDKQR,giraffe,giraffe,5,1710,animals
40SNDKQR,narwhal,narwhal,6,1288,animals
40SNDKQR,stingray,stingray,7,1865,animals
40SNDKQR,elephant,elephant,8,2017,animals
40SNDKQR,rhino,rhino,9,1928,animals
40SNDKQR,hippo,hippo,10,2516,animals
40SNDKQR,hyena,hyena,11,3153,animals
40SNDKQR,lion,lion,12,1297,animals
40SNDKQR,tiger,tiger,13,860,animals
40SNDKQR,panther,panther,14,2182,animals
40SNDKQR,jellyfish,jellyfish,15,2245,animals
40SNDKQR,shark,shark,16,1523,animals
40SNDKQR,turtle,turtle,17,4522,animals
40SNDKQR,sperm wahle,sperm whale,18,4783,animals
40SNDKQR,kangaroo,kangaroo,19,6009,animals
40SNDKQR,polar bear,polar bear,20,3166,animals
40SNDKQR,panda,panda,21,2383,animals
40SNDKQR,red fox,red fox,22,2213,animals
40SNDKQR,buffalo,buffalo,23,5736,animals
40SNDKQR,cheetah,cheetah,24,2060,animals
40SNDKQR,Stuart Gibbs,stuart gibbs,1,4533,authors
40SNDKQR,JK Rowling,j.k. rowling,2,2551,authors
40SNDKQR,Kurt Vonneget,kurt vonnegut,3,8454,authors
40SNDKQR,Ray Bradbury,ray bradbury,4,3885,authors
40SNDKQR,Louise Erdrich,louise erdrich,5,5065,authors
40SNDKQR,JRR Tolkein,j.r.r. tolkien,6,6162,authors
40SNDKQR,George RR Martin,george r.r. martin,7,5669,authors
40SNDKQR,James Patterson,james patterson,8,11151,authors
40SNDKQR,SenLinYu,senlinyu,9,11754,authors
40SNDKQR,Chemistry,chemistry,1,4817,college_majors
40SNDKQR,Chinese,chinese,2,1238,college_majors
40SNDKQR,Art History,art history,3,2360,college_majors
40SNDKQR,Biology,biology,4,2434,college_majors
40SNDKQR,History,history,5,2641,college_majors
40SNDKQR,Film Production,film production,6,2917,college_majors
40SNDKQR,Screen Writing,screen writing,7,2105,college_majors
40SNDKQR,Visual Arts,visual arts,8,3840,college_majors
40SNDKQR,Political Science,political science,9,2887,college_majors
40SNDKQR,Gov and Legal Studies,government and legal studies,10,4915,college_majors
40SNDKQR,Biochemistry,biochemistry,11,5452,college_majors
40SNDKQR,Business,business,12,1610,college_majors
40SNDKQR,Economics,economics,13,1949,college_majors
40SNDKQR,Romance Languages,romance languages,14,9012,college_majors
40SNDKQR,Physics,physics,15,6681,college_majors
40SNDKQR,Psychology,psychology,16,2090,college_majors
40SNDKQR,Sociology,sociology,17,2333,college_majors
40SNDKQR,George Harrison,george harrison,1,3715,musicians
40SNDKQR,Taylor Swift,taylor swift,2,3230,musicians
40SNDKQR,John Lennon,john lennon,3,2283,musicians
40SNDKQR,Lana Del Ray,lana del rey,4,4952,musicians
40SNDKQR,Billie Ellish,billie eilish,5,6076,musicians
40SNDKQR,Alex Turner,alex turner,6,3616,musicians
40SNDKQR,Win Butler,win butler,7,6446,musicians
40SNDKQR,Adam Levine,adam levine,8,8364,musicians
40SNDKQR,Bad Bunny,bad bunny,9,6735,musicians
40SNDKQR,Lady Gaga,lady gaga,10,8509,musicians
40SNDKQR,Cher,cher,11,2911,musicians
40SNDKQR,Michael Phelps,michael phelps,1,2377,sportspersons
40SNDKQR,Steph Curry,steph curry,2,3245,sportspersons
40SNDKQR,Caitlyn Clark,caitlin clark,3,8349,sportspersons
40SNDKQR,Josh Allen,josh allen,4,15884,sportspersons
40SNDKQR,Stephon Diggs,stefon diggs,5,4807,sportspersons
40SNDKQR,Joe Mauer,joe mauer,6,15242,sportspersons
40SNDKQR,Simone Biles,simone biles,7,6531,sportspersons
40SNDKQR,Shawn Johsnon,shawn johnson,8,3455,sportspersons
476LZI3N,spiders,spiders,1,2126,animals
476LZI3N,dogs,dogs,2,1910,animals
476LZI3N,cats,cats,3,1647,animals
476LZI3N,cows,cows,4,1869,animals
476LZI3N,horses,horses,5,2874,animals
476LZI3N,butterfly,butterfly,6,4708,animals
476LZI3N,polar bears,polar bears,7,2726,animals
476LZI3N,squirrel,squirrel,8,16857,animals
476LZI3N,pig,pig,9,3745,animals
476LZI3N,ginneapig,guinea pig,10,2708,animals
476LZI3N,camaleon,chameleon,11,9722,animals
476LZI3N,J K Rowling,j.k. rowling,1,9565,authors
476LZI3N,Edgar Allan Poe,edgar allan poe,2,9479,authors
476LZI3N,Brandon Sanderson,brandon sanderson,3,18905,authors
476LZI3N,Carlos Ruiz Zafon,carlos ruiz zafón,4,11157,authors
476LZI3N,economics,economics,1,2871,college_majors
476LZI3N,math,math,2,1595,college_majors
476LZI3N,physics,physics,3,2442,college_majors
476LZI3N,chemistry,chemistry,4,2973,college_majors
476LZI3N,biology,biology,5,1991,college_majors
476LZI3N,government,government,6,8408,college_majors
476LZI3N,environmental studies,environmental studies,7,7790,college_majors
476LZI3N,education,education,8,1583,college_majors
476LZI3N,visual arts,visual arts,9,3056,college_majors
476LZI3N,history,history,10,1431,college_majors
476LZI3N,engineering,engineering,11,10625,college_majors
476LZI3N,business,business,12,4004,college_majors
476LZI3N,art history,art history,13,9769,college_majors
476LZI3N,kali uchis,kali uchis,1,3011,musicians
476LZI3N,noriel,noriel,2,1425,musicians
476LZI3N,bad bunny,bad bunny,3,3318,musicians
476LZI3N,silvestre y la nanranja,silvestre y la naranja,4,7232,musicians
476LZI3N,bandalos chinos,bandalos chinos,5,2189,musicians
476LZI3N,doja cat,doja cat,6,5822,musicians
476LZI3N,miley cyrus,miley cyrus,7,7362,musicians
476LZI3N,sabrina carpenter,sabrina carpenter,8,5445,musicians
476LZI3N,trap capos,trap capos,9,5766,musicians
476LZI3N,maluma,maluma,10,2883,musicians
476LZI3N,el alfa,el alfa,11,8133,musicians
476LZI3N,olivia rodrigo,olivia rodrigo,12,6766,musicians
476LZI3N,Messi,lionel messi,1,3108,sportspersons
476LZI3N,Cristiano Ronaldo,cristiano ronaldo,2,5802,sportspersons
476LZI3N,Charles Leclerc,charles leclerc,3,2746,sportspersons
476LZI3N,Serena Williams,serena williams,4,16385,sportspersons
476LZI3N,Alysa liu,alysa liu,5,31521,sportspersons
4CA4DFWP,seal,seal,1,1052.9,animals
4CA4DFWP,cat,cat,2,749.3,animals
4CA4DFWP,dog,dog,3,658.7,animals
4CA4DFWP,mouse,mouse,4,643.7,animals
4CA4DFWP,rat,rat,5,483.1,animals
4CA4DFWP,horse,horse,6,674.2,animals
4CA4DFWP,caribou,caribou,7,1418.7,animals
4CA4DFWP,leapoard,leopard,8,2355.1,animals
4CA4DFWP,leapord seal,leopard seal,9,2150.4,animals
4CA4DFWP,hippo,hippopotamus,10,1114.4,animals
4CA4DFWP,alligator,alligator,11,2045.9,animals
4CA4DFWP,crocodile,crocodile,12,1622.9,animals
4CA4DFWP,lion,lion,13,742.2,animals
4CA4DFWP,tiger,tiger,14,1199.1,animals
4CA4DFWP,gecko,gecko,15,2966.3,animals
4CA4DFWP,lizard,lizard,16,1385.2,animals
4CA4DFWP,spider,spider,17,1268.1,animals
4CA4DFWP,praying mantis,praying mantis,18,2630.5,animals
4CA4DFWP,fish,fish,19,2327.3,animals
4CA4DFWP,seagull,seagull,20,1615.2,animals
4CA4DFWP,bird,bird,21,1431.2,animals
4CA4DFWP,monkey,monkey,22,1117.8,animals
4CA4DFWP,orangatang,orangutan,23,2899.7,animals
4CA4DFWP,cat,cat,24,2492.1,animals
4CA4DFWP,dingo,dingo,25,675.3,animals
4CA4DFWP,coyote,coyote,26,1889.7,animals
4CA4DFWP,wolf,wolf,27,1051.6,animals
4CA4DFWP,bunny,rabbit,28,3089.5,animals
4CA4DFWP,lemming,lemming,29,925.9,animals
4CA4DFWP,rodent,rodent,30,1767.8,animals
4CA4DFWP,marsupial,marsupial,31,1425.8,animals
4CA4DFWP,koala,koala,32,1910.2,animals
4CA4DFWP,platypus,platypus,33,1566.3,animals
4CA4DFWP,kangaroo,kangaroo,34,1975.9,animals
4CA4DFWP,axolylc,axolotl,35,5906.3,animals
4CA4DFWP,Slyvia Plath,sylvia plath,1,2934.2,authors
4CA4DFWP,shell silverstein,shel silverstein,2,2744.1,authors
4CA4DFWP,JK rowling,j.k. rowling,3,1781.7,authors
4CA4DFWP,shakespear,shakespeare,4,24309.2,authors
4CA4DFWP,mary shellstrop,mary shelly,5,22308.9,authors
4CA4DFWP,christy agetha,agatha christie,6,4533.3,authors
4CA4DFWP,art,art,1,1409.6,college_majors
4CA4DFWP,computer science,computer science,2,3277.7,college_majors
4CA4DFWP,asians studies,asian studies,3,3389.8,college_majors
4CA4DFWP,gender studies,gender studies,4,2050.1,college_majors
4CA4DFWP,hispanic studies,hispanic studies,5,2910.9,college_majors
4CA4DFWP,francaphone studies,francophone studies,6,3498,college_majors
4CA4DFWP,economics,economics,7,6881.3,college_majors
4CA4DFWP,enviormental science,environmental science,8,4568.4,college_majors
4CA4DFWP,biology,biology,9,2551.3,college_majors
4CA4DFWP,psychology,psychology,10,2256.3,college_majors
4CA4DFWP,sociology,sociology,11,1892.7,college_majors
